txn_id,timestamp,sender_id,receiver_id,amount,txn_type,velocity_60s,sim_swap_days,is_night_txn,is_fraud
TXN_1000030,2026-04-30 21:41:56.470750,254724847830,254774270241,1192.18,B2C,3,111,0,0
TXN_1000031,2026-04-30 05:13:15.470750,254765363442,254770123290,288.32,C2B,1,315,0,0
TXN_1000032,2026-05-23 18:18:02.470750,254715623424,254719122541,2834.93,C2B,3,160,0,0
TXN_1000033,2026-05-03 23:33:06.470750,254789499549,254778108887,1073.58,B2C,1,2,1,0
TXN_1000034,2026-04-28 09:32:01.470750,254738371194,254762714764,472.05,C2B,2,314,0,0
TXN_1000035,2026-05-06 13:38:59.470750,254712237793,254744581303,937.9,P2P,1,295,0,0
TXN_1000036,2026-05-18 15:17:38.470750,254786102367,254793801575,5413.53,B2B,3,328,0,0
TXN_1000037,2026-05-08 21:44:40.470750,254736557153,254753960840,1809.0,C2B,1,95,0,0
TXN_1000038,2026-04-27 11:18:34.470750,254785538192,254742291992,97.1,B2B,2,193,0,0
TXN_1000039,2026-05-11 14:52:07.470750,254718182368,254754956588,535.25,B2C,1,128,0,0
TXN_1000040,2026-05-21 21:32:45.470750,254734381735,254792887101,8700.62,C2B,1,224,0,0
TXN_1000041,2026-05-18 04:44:53.470750,254791871249,254728815500,371.61,B2B,3,209,1,0
TXN_1000042,2026-05-22 21:49:16.470750,254710112197,254782547708,581.31,C2B,3,149,0,0
TXN_1000043,2026-05-18 18:45:11.470750,254769459888,254782833267,603.38,C2B,1,163,0,0
TXN_1000044,2026-05-11 15:31:37.470750,254794928541,254735205899,1298.45,C2B,2,263,0,0
TXN_1000045,2026-05-22 16:47:27.470750,254771593714,254759559233,901.71,B2B,1,86,0,0
TXN_1000046,2026-05-01 01:55:13.470750,254792756493,254722815473,5633.02,B2C,2,228,1,0
TXN_1000047,2026-05-11 08:43:28.470750,254742398999,254727514883,2065.22,B2C,2,130,0,0
TXN_1000048,2026-05-20 09:02:24.470750,254755170697,254791727371,243.0,B2B,9,340,0,1
TXN_1000049,2026-04-26 23:54:18.470750,254750869372,254724159247,1902.92,B2B,2,187,1,0
TXN_1000050,2026-04-30 09:22:13.470750,254782181242,254784159534,1182.26,P2P,1,266,0,0
TXN_1000051,2026-05-07 23:16:54.470750,254793220587,254798821990,373.37,B2C,2,353,1,0
TXN_1000052,2026-04-28 03:51:08.470750,254798998370,254721874519,3782.79,P2P,3,109,1,0
TXN_1000053,2026-05-19 05:28:48.470750,254710701356,254758651819,2316.26,C2B,2,27,0,0
TXN_1000054,2026-04-25 16:02:11.470750,254741326693,254743716335,2693.0,B2C,1,167,0,0
TXN_1000055,2026-05-03 02:24:24.470750,254782647841,254727501395,396.84,P2P,2,277,1,0
TXN_1000056,2026-05-10 01:22:27.470750,254710947982,254787333667,743.59,B2B,2,330,1,0
TXN_1000057,2026-05-19 19:27:13.470750,254771523708,254733537266,265.0,P2P,8,356,0,1
TXN_1000058,2026-05-17 06:37:37.470750,254783189209,254736316782,1137.36,B2B,3,14,0,0
TXN_1000059,2026-05-03 20:33:28.470750,254780847392,254739776168,6979.42,P2P,3,251,0,0
TXN_1000060,2026-05-17 04:25:37.470750,254724575697,254722667326,6689.14,B2B,3,157,1,0
TXN_1000061,2026-05-10 00:59:59.470750,254770965166,254749203945,868.0,P2P,3,266,1,0
TXN_1000062,2026-05-04 20:35:26.470750,254729389541,254787789853,7273.67,B2B,1,336,0,0
TXN_1000063,2026-05-05 00:21:54.470750,254719447704,254726467855,216.49,B2C,3,281,1,0
TXN_1000064,2026-04-26 04:20:43.470750,254758578911,254724990636,2410.74,B2B,3,123,1,0
TXN_1000065,2026-04-29 16:34:12.470750,254762516238,254758325263,2110.89,C2B,1,334,0,0
TXN_1000066,2026-04-28 21:00:12.470750,254750741646,254765665505,738.89,B2B,2,50,0,0
TXN_1000067,2026-05-06 21:43:46.470750,254713407793,254742393532,1036.04,B2C,3,249,0,0
TXN_1000068,2026-05-20 07:34:39.470750,254746606426,254734442754,784.51,C2B,3,4,0,0
TXN_1000069,2026-05-01 13:19:48.470750,254713714855,254742973355,384.04,C2B,1,32,0,0
TXN_1000070,2026-04-26 23:45:45.470750,254718913241,254724978794,210.96,P2P,1,227,1,0
TXN_1000071,2026-04-25 00:05:39.470750,254730794496,254792611882,464.76,C2B,2,202,1,0
TXN_1000072,2026-05-15 13:27:32.470750,254714129328,254748967998,1207.85,B2C,2,227,0,0
TXN_1000073,2026-05-21 05:00:09.470750,254743997375,254790770137,9187.45,B2B,2,280,0,0
TXN_1000074,2026-05-18 16:26:43.470750,254742951103,254750890470,3269.1,P2P,1,31,0,0
TXN_1000075,2026-05-01 22:39:04.470750,254712704663,254771919571,373.32,C2B,2,300,0,0
TXN_1000076,2026-05-18 18:20:01.470750,254795592469,254718231774,2510.86,B2B,3,343,0,0
TXN_1000077,2026-05-14 11:48:08.470750,254763402268,254794170389,1053.41,B2B,2,13,0,0
TXN_1000078,2026-04-30 02:53:04.470750,254776649174,254745502379,1463.03,B2B,1,343,1,0
TXN_1000079,2026-05-08 13:39:52.470750,254778657581,254780832978,704.67,B2C,2,216,0,0
TXN_1000080,2026-05-12 06:36:43.470750,254777264841,254725674502,282.16,P2P,1,303,0,0
TXN_1000081,2026-05-14 20:17:43.470750,254755253743,254724804140,346.0,B2B,13,90,0,1
TXN_1000082,2026-05-01 04:18:28.470750,254762717934,254765653224,500.78,B2C,1,264,1,0
TXN_1000083,2026-05-17 16:35:20.470750,254730820181,254746951538,1700.84,C2B,1,112,0,0
TXN_1000084,2026-05-18 01:43:44.470750,254723626910,254719417901,1266.82,P2P,3,34,1,0
TXN_1000085,2026-05-12 02:58:22.470750,254783673241,254719169614,268.21,C2B,3,274,1,0
TXN_1000086,2026-04-30 05:34:14.470750,254768882841,254732466530,931.38,B2B,3,16,0,0
TXN_1000087,2026-04-29 18:05:35.470750,254789637206,254712951356,430.91,B2B,2,239,0,0
TXN_1000088,2026-05-05 08:47:22.470750,254794440277,254776263680,1227.76,P2P,2,2,0,0
TXN_1000089,2026-05-08 00:29:45.470750,254790428517,254711809449,1835.15,B2B,3,28,1,0
TXN_1000090,2026-05-21 05:44:18.470750,254761463859,254789521692,38.3,C2B,2,71,0,0
TXN_1000091,2026-05-15 04:59:40.470750,254786738550,254714343978,1761.63,B2C,3,142,1,0
TXN_1000092,2026-04-26 01:14:26.470750,254711406624,254758930280,5122.3,B2B,2,122,1,0
TXN_1000093,2026-05-21 17:39:08.470750,254750370319,254784382391,699.45,P2P,1,332,0,0
TXN_1000094,2026-05-24 20:12:05.470750,254727680585,254734619240,3374.23,B2C,3,76,0,0
TXN_1000095,2026-05-06 07:56:09.470750,254789418425,254773685704,284.4,B2C,3,360,0,0
TXN_1000096,2026-05-15 01:19:10.470750,254789479494,254751614421,695.71,C2B,2,52,1,0
TXN_1000097,2026-05-24 21:01:04.470750,254758303154,254721656423,2934.42,B2C,2,359,0,0
TXN_1000098,2026-05-10 19:02:02.470750,254747936609,254751982203,2259.17,B2B,3,251,0,0
TXN_1000099,2026-05-05 11:41:24.470750,254718687143,254755248664,2119.75,C2B,2,108,0,0
TXN_1000100,2026-05-12 03:26:36.470750,254741945665,254751825642,303.59,B2C,1,317,1,0
TXN_1000101,2026-05-12 23:03:31.470750,254747437948,254770974627,1045.44,C2B,3,273,1,0
TXN_1000102,2026-05-22 09:13:51.470750,254728432617,254787876875,2434.61,B2C,3,63,0,0
TXN_1000103,2026-05-03 14:37:52.470750,254756724715,254727772976,271.29,P2P,1,114,0,0
TXN_1000104,2026-04-28 22:16:17.470750,254770564749,254787359332,10078.59,P2P,1,63,0,0
TXN_1000105,2026-05-02 06:05:53.470750,254733175999,254772807195,209.37,B2C,2,268,0,0
TXN_1000106,2026-05-02 21:31:37.470750,254776226912,254737534614,4492.5,P2P,3,115,0,0
TXN_1000107,2026-05-04 21:05:35.470750,254714790434,254755669262,4761.21,P2P,3,258,0,0
TXN_1000108,2026-05-17 19:31:28.470750,254783721462,254786807494,2100.51,C2B,3,255,0,0
TXN_1000109,2026-05-20 20:09:13.470750,254723119401,254739292836,2680.7,C2B,2,16,0,0
TXN_1000110,2026-05-14 13:33:15.470750,254770823554,254739445321,1214.68,P2P,2,45,0,0
TXN_1000111,2026-05-01 07:59:40.470750,254771634833,254736743482,382.35,B2C,2,196,0,0
TXN_1000112,2026-05-10 04:13:14.470750,254728328947,254722972604,641.38,P2P,2,213,1,0
TXN_1000113,2026-04-25 14:56:58.470750,254766942862,254728284543,1404.51,P2P,2,104,0,0
TXN_1000114,2026-05-05 06:13:55.470750,254782337131,254799417265,2303.26,B2B,3,102,0,0
TXN_1000115,2026-05-22 16:26:43.470750,254792181232,254727547853,3772.31,P2P,2,182,0,0
TXN_1000116,2026-05-08 18:37:21.470750,254747609423,254744271674,4767.49,C2B,3,314,0,0
TXN_1000117,2026-05-14 15:00:35.470750,254797599435,254721510990,208.0,B2C,11,203,0,1
TXN_1000118,2026-05-17 07:22:46.470750,254770431478,254770287493,3004.59,C2B,1,258,0,0
TXN_1000119,2026-04-25 10:13:27.470750,254772257406,254712592882,11644.23,B2C,1,334,0,0
TXN_1000120,2026-05-03 19:57:16.470750,254756658887,254723585590,75.25,B2C,3,321,0,0
TXN_1000121,2026-04-29 01:36:45.470750,254794326614,254748318890,1017.52,C2B,1,355,1,0
TXN_1000122,2026-04-25 07:46:04.470750,254717226149,254727428737,1376.28,P2P,1,310,0,0
TXN_1000123,2026-05-16 20:59:09.470750,254780780780,254716109616,1993.34,C2B,1,315,0,0
TXN_1000124,2026-05-05 06:28:32.470750,254728234462,254793975433,75.12,B2B,3,336,0,0
TXN_1000125,2026-05-21 11:56:51.470750,254741741191,254792575189,4376.54,P2P,1,228,0,0
TXN_1000126,2026-04-29 23:01:59.470750,254774363597,254761161116,5416.69,B2C,2,223,1,0
TXN_1000127,2026-05-08 08:12:26.470750,254782604888,254782294665,13.29,B2B,3,1,0,0
TXN_1000128,2026-05-16 21:27:26.470750,254718447388,254774598683,288.7,C2B,3,255,0,0
TXN_1000129,2026-05-17 11:59:55.470750,254787516500,254750861923,496.67,B2B,1,264,0,0
TXN_1000130,2026-04-29 16:35:16.470750,254786233862,254746381561,9010.34,C2B,1,356,0,0
TXN_1000131,2026-05-11 02:02:46.470750,254726994554,254785413268,361.74,C2B,1,309,1,0
TXN_1000132,2026-04-26 07:15:46.470750,254753250341,254784889614,1253.83,B2C,3,346,0,0
TXN_1000133,2026-04-29 08:15:15.470750,254736425531,254720588315,142119.0,B2C,3,0,0,1
TXN_1000134,2026-05-21 04:18:29.470750,254710443117,254721623324,103.25,B2C,3,85,1,0
TXN_1000135,2026-05-15 12:58:21.470750,254794812845,254774225144,263.68,C2B,1,25,0,0
TXN_1000136,2026-05-04 13:03:30.470750,254788103796,254767173745,2098.01,P2P,1,53,0,0
TXN_1000137,2026-05-01 15:01:25.470750,254769581124,254724949777,1549.69,B2B,3,345,0,0
TXN_1000138,2026-04-30 02:00:40.470750,254783768352,254754206450,4793.25,P2P,1,37,1,0
TXN_1000139,2026-05-08 20:50:30.470750,254736250762,254723497244,3639.71,P2P,2,310,0,0
TXN_1000140,2026-04-29 02:56:26.470750,254718352855,254781107136,121.7,B2B,2,190,1,0
TXN_1000141,2026-04-27 07:45:29.470750,254763736792,254730219462,66382.0,P2P,3,2,0,1
TXN_1000142,2026-05-19 05:06:52.470750,254767306687,254758831762,4802.14,P2P,3,94,0,0
TXN_1000143,2026-04-25 07:35:14.470750,254733677309,254771692583,516.78,P2P,3,143,0,0
TXN_1000144,2026-05-20 12:21:16.470750,254770110814,254775101510,3281.7,P2P,1,136,0,0
TXN_1000145,2026-05-17 04:48:52.470750,254742601846,254759559802,2944.43,P2P,2,266,1,0
TXN_1000146,2026-05-08 23:51:17.470750,254797462345,254712671628,7077.05,P2P,1,216,1,0
TXN_1000147,2026-04-26 17:25:55.470750,254779921602,254784697189,5423.21,P2P,3,37,0,0
TXN_1000148,2026-04-29 22:17:10.470750,254759552822,254761473127,1359.82,B2B,2,136,0,0
TXN_1000149,2026-05-09 02:09:30.470750,254773329394,254784225538,1119.46,B2B,3,362,1,0
TXN_1000150,2026-04-26 08:34:17.470750,254741345668,254789919989,5150.66,B2B,3,57,0,0
TXN_1000151,2026-04-29 10:45:20.470750,254727582661,254789480199,4041.35,B2B,2,364,0,0
TXN_1000152,2026-05-03 08:01:26.470750,254738840754,254720713962,3193.03,B2B,1,158,0,0
TXN_1000153,2026-05-24 09:08:01.470750,254735584832,254762520981,1280.8,C2B,2,122,0,0
TXN_1000154,2026-05-20 00:19:42.470750,254711162383,254784334700,210.0,C2B,8,30,1,1
TXN_1000155,2026-05-06 10:49:26.470750,254732485713,254721555982,1786.76,P2P,3,140,0,0
TXN_1000156,2026-05-12 19:30:01.470750,254742577408,254765674441,94.24,C2B,2,198,0,0
TXN_1000157,2026-05-03 08:24:07.470750,254776689495,254756856437,10.7,B2B,1,308,0,0
TXN_1000158,2026-05-14 22:13:26.470750,254720867464,254751961614,190.0,C2B,11,254,0,1
TXN_1000159,2026-05-06 11:44:17.470750,254764504432,254781874402,1950.06,B2B,1,59,0,0
TXN_1000160,2026-05-21 00:52:31.470750,254742877769,254751219564,1513.12,P2P,2,255,1,0
TXN_1000161,2026-05-01 01:06:28.470750,254782840114,254751585350,679.33,B2C,2,342,1,0
TXN_1000162,2026-05-20 01:22:05.470750,254723661965,254787655253,1565.77,C2B,3,277,1,0
TXN_1000163,2026-05-08 05:07:45.470750,254788348532,254727162829,3831.88,B2B,3,169,0,0
TXN_1000164,2026-04-27 13:31:23.470750,254776960857,254714207915,21.59,P2P,2,356,0,0
TXN_1000165,2026-05-11 11:50:20.470750,254716803631,254798501835,2671.7,B2C,2,199,0,0
TXN_1000166,2026-05-07 15:40:18.470750,254766370170,254710467395,1420.64,C2B,1,359,0,0
TXN_1000167,2026-04-28 01:19:36.470750,254736695625,254746133164,531.28,B2C,3,150,1,0
TXN_1000168,2026-05-02 04:32:19.470750,254792399787,254738479699,4824.69,C2B,1,297,1,0
TXN_1000169,2026-05-11 10:57:36.470750,254789274655,254736250627,1176.75,C2B,2,91,0,0
TXN_1000170,2026-05-11 08:08:23.470750,254790933356,254726808999,2475.57,C2B,2,104,0,0
TXN_1000171,2026-05-07 14:05:16.470750,254712348914,254745920404,1522.87,B2B,3,364,0,0
TXN_1000172,2026-05-16 15:06:50.470750,254772547388,254769709118,391.82,B2B,3,342,0,0
TXN_1000173,2026-04-27 17:21:26.470750,254711317272,254770830215,89.48,B2B,3,228,0,0
TXN_1000174,2026-04-27 20:51:45.470750,254718634496,254750924871,20213.24,B2C,2,291,0,0
TXN_1000175,2026-05-09 04:50:34.470750,254740792474,254784682296,1641.47,B2B,2,256,1,0
TXN_1000176,2026-05-24 14:37:28.470750,254748506479,254779899845,568.06,P2P,3,329,0,0
TXN_1000177,2026-05-02 17:30:57.470750,254723655620,254777288723,111.74,B2B,2,109,0,0
TXN_1000178,2026-05-20 17:27:59.470750,254711954942,254750180578,321.36,B2C,3,72,0,0
TXN_1000179,2026-05-13 02:11:29.470750,254758483718,254793420211,5954.17,B2C,3,134,1,0
TXN_1000180,2026-05-04 15:48:50.470750,254795274432,254771175665,283.32,B2B,2,202,0,0
TXN_1000181,2026-04-27 10:33:12.470750,254772190560,254757305305,2903.05,B2C,3,202,0,0
TXN_1000182,2026-05-06 13:52:06.470750,254759721357,254763198397,1153.19,C2B,1,252,0,0
TXN_1000183,2026-05-23 16:25:37.470750,254748768383,254739959983,1691.81,C2B,2,161,0,0
TXN_1000184,2026-05-12 18:09:26.470750,254756868857,254715341999,2205.37,B2C,1,317,0,0
TXN_1000185,2026-05-14 08:07:04.470750,254780551814,254714317817,1701.34,P2P,3,288,0,0
TXN_1000186,2026-05-07 23:32:15.470750,254741313177,254725903171,2250.94,P2P,3,170,1,0
TXN_1000187,2026-05-16 03:21:42.470750,254752650798,254782352550,2859.28,C2B,1,326,1,0
TXN_1000188,2026-05-17 07:16:04.470750,254718444117,254793172759,792.0,P2P,3,160,0,0
TXN_1000189,2026-05-20 16:21:58.470750,254778205205,254777867601,243.34,C2B,3,100,0,0
TXN_1000190,2026-05-21 07:23:27.470750,254715520236,254726559515,1023.73,P2P,1,155,0,0
TXN_1000191,2026-05-06 12:10:53.470750,254710455616,254799961558,1591.77,P2P,3,10,0,0
TXN_1000192,2026-04-28 00:24:38.470750,254761917797,254714965174,106.7,C2B,1,210,1,0
TXN_1000193,2026-05-20 17:16:49.470750,254775373777,254774630834,6650.63,B2C,2,76,0,0
TXN_1000194,2026-04-29 05:46:09.470750,254768433607,254714464889,5078.32,B2B,2,360,0,0
TXN_1000195,2026-05-05 08:52:01.470750,254798803404,254720725385,567.74,C2B,2,132,0,0
TXN_1000196,2026-05-19 05:28:50.470750,254783899647,254785817710,5496.15,C2B,3,266,0,0
TXN_1000197,2026-04-29 08:54:53.470750,254737470743,254726506587,1835.75,B2B,2,117,0,0
TXN_1000198,2026-05-20 01:11:48.470750,254784959666,254759950331,3962.11,P2P,1,189,1,0
TXN_1000199,2026-04-28 21:02:51.470750,254718742776,254713336790,250.84,B2B,2,77,0,0
TXN_1000200,2026-05-16 13:17:56.470750,254729882890,254716627232,1055.45,B2C,2,363,0,0
TXN_1000201,2026-05-03 00:09:55.470750,254713601476,254786832811,6483.96,C2B,2,16,1,0
TXN_1000202,2026-05-21 11:29:48.470750,254715481458,254751111957,387.0,B2B,8,126,0,1
TXN_1000203,2026-04-25 22:53:25.470750,254765795296,254748758862,948.73,B2B,2,34,0,0
TXN_1000204,2026-05-02 22:40:51.470750,254763959916,254790430556,127337.0,B2C,1,2,0,1
TXN_1000205,2026-05-22 14:25:21.470750,254711611178,254763196143,2778.74,B2B,1,336,0,0
TXN_1000206,2026-05-24 05:37:14.470750,254740223397,254724113424,29.56,B2C,2,278,0,0
TXN_1000207,2026-05-04 04:48:53.470750,254779427902,254728295657,939.04,P2P,2,268,1,0
TXN_1000208,2026-05-13 17:25:32.470750,254787400666,254781118312,95.45,C2B,1,66,0,0
TXN_1000209,2026-05-03 21:06:57.470750,254784740739,254791646334,2112.12,C2B,3,43,0,0
TXN_1000210,2026-05-08 03:44:24.470750,254780431805,254777235241,1449.01,C2B,3,147,1,0
TXN_1000211,2026-04-26 23:46:42.470750,254777786927,254772177389,1075.89,B2C,2,337,1,0
TXN_1000212,2026-05-11 04:06:07.470750,254792466644,254752414462,3531.49,C2B,3,190,1,0
TXN_1000213,2026-05-01 06:49:25.470750,254771930780,254786872321,3769.16,B2C,2,195,0,0
TXN_1000214,2026-05-05 17:03:27.470750,254738800720,254775953201,5931.37,C2B,2,361,0,0
TXN_1000215,2026-05-09 00:19:48.470750,254753917455,254731548104,98.65,C2B,3,208,1,0
TXN_1000216,2026-05-03 13:23:24.470750,254765699968,254782866174,544.64,B2C,3,164,0,0
TXN_1000217,2026-05-03 13:07:50.470750,254799477171,254743208665,30.5,B2C,2,125,0,0
TXN_1000218,2026-05-19 08:32:42.470750,254790711295,254781774378,2442.64,C2B,3,194,0,0
TXN_1000219,2026-05-09 19:50:31.470750,254762188662,254739590514,349.58,P2P,3,15,0,0
TXN_1000220,2026-05-23 11:45:16.470750,254752436476,254782335915,2879.44,P2P,2,208,0,0
TXN_1000221,2026-05-20 18:36:12.470750,254762992169,254769967828,1991.56,P2P,3,191,0,0
TXN_1000222,2026-05-24 04:34:48.470750,254761934177,254768764597,233.16,P2P,1,144,1,0
TXN_1000223,2026-05-05 04:04:29.470750,254727734637,254774553790,6267.11,B2B,3,77,1,0
TXN_1000224,2026-05-09 02:43:05.470750,254795616547,254788751587,565.05,C2B,3,218,1,0
TXN_1000225,2026-05-17 04:51:54.470750,254740942604,254732126699,2165.81,B2C,1,274,1,0
TXN_1000226,2026-05-13 03:39:12.470750,254740271971,254714242100,2420.15,B2C,1,347,1,0
TXN_1000227,2026-05-08 07:48:04.470750,254796923655,254765691917,4694.62,B2B,1,110,0,0
TXN_1000228,2026-04-28 11:09:08.470750,254771442131,254741158535,3514.6,B2B,2,200,0,0
TXN_1000229,2026-04-29 20:05:19.470750,254756734911,254720986770,2029.49,B2C,3,326,0,0
TXN_1000230,2026-05-22 02:36:19.470750,254788471111,254737134810,3427.28,B2C,2,341,1,0
TXN_1000231,2026-05-13 20:43:54.470750,254745535987,254770872294,1342.09,B2C,1,83,0,0
TXN_1000232,2026-05-15 07:36:11.470750,254736797527,254770147317,3797.57,B2B,3,330,0,0
TXN_1000233,2026-05-15 21:16:29.470750,254738886162,254711737969,1657.17,B2C,1,106,0,0
TXN_1000234,2026-05-04 00:24:23.470750,254714900319,254748818436,3033.0,B2B,3,303,1,0
TXN_1000235,2026-05-02 12:01:26.470750,254732466447,254715252706,325.93,B2C,2,132,0,0
TXN_1000236,2026-05-04 21:14:03.470750,254748446492,254740909726,1031.15,B2C,1,22,0,0
TXN_1000237,2026-05-07 11:11:42.470750,254754739948,254788754966,6458.72,B2B,3,183,0,0
TXN_1000238,2026-05-13 22:07:42.470750,254746500538,254767420598,2536.03,C2B,2,66,0,0
TXN_1000239,2026-05-21 13:30:12.470750,254728681146,254750886652,2410.58,B2C,1,191,0,0
TXN_1000240,2026-05-24 06:06:26.470750,254770659433,254713795293,4602.16,C2B,3,113,0,0
TXN_1000241,2026-04-28 19:28:06.470750,254791694435,254733131270,242.08,C2B,3,270,0,0
TXN_1000242,2026-05-20 20:33:15.470750,254741130630,254723425508,3312.0,P2P,2,277,0,0
TXN_1000243,2026-05-04 15:24:36.470750,254731412408,254711598257,3211.29,B2C,3,328,0,0
TXN_1000244,2026-05-24 05:04:16.470750,254737578333,254719229551,1077.56,B2C,3,152,0,0
TXN_1000245,2026-05-02 09:31:43.470750,254790757348,254713669458,12571.2,B2C,2,286,0,0
TXN_1000246,2026-05-19 19:28:26.470750,254715730429,254785929727,11.37,P2P,2,113,0,0
TXN_1000247,2026-04-28 00:59:06.470750,254746440832,254766781153,3248.77,B2B,1,203,1,0
TXN_1000248,2026-05-05 22:08:18.470750,254755900290,254755782304,3728.99,B2B,3,43,0,0
TXN_1000249,2026-04-26 22:52:04.470750,254784103644,254789583590,1117.64,C2B,1,323,0,0
TXN_1000250,2026-05-10 03:50:27.470750,254795581630,254720916230,3262.9,P2P,3,293,1,0
TXN_1000251,2026-04-28 03:07:40.470750,254786950840,254777927183,315.09,B2B,3,310,1,0
TXN_1000252,2026-05-02 18:08:59.470750,254731619453,254752493882,216.79,B2B,3,2,0,0
TXN_1000253,2026-05-02 18:28:09.470750,254771138760,254756445305,3368.69,B2C,2,53,0,0
TXN_1000254,2026-05-20 03:40:33.470750,254710817993,254771670576,600.15,B2C,3,290,1,0
TXN_1000255,2026-05-18 22:31:49.470750,254724674387,254762819639,493.0,B2B,11,193,0,1
TXN_1000256,2026-04-28 23:54:12.470750,254738609776,254780518649,5661.39,B2C,3,233,1,0
TXN_1000257,2026-05-11 22:56:44.470750,254760576344,254742934554,7788.57,P2P,1,16,0,0
TXN_1000258,2026-04-25 19:57:30.470750,254717964506,254768607384,200.28,C2B,2,346,0,0
TXN_1000259,2026-05-21 07:57:10.470750,254781377706,254734411863,304.5,C2B,2,323,0,0
TXN_1000260,2026-05-09 19:13:04.470750,254770792382,254741612225,2249.17,P2P,2,154,0,0
TXN_1000261,2026-05-17 18:22:20.470750,254762586813,254739709237,220.94,C2B,3,109,0,0
TXN_1000262,2026-05-12 22:08:50.470750,254765383173,254722332425,416.0,B2B,15,178,0,1
TXN_1000263,2026-04-28 06:05:40.470750,254759279949,254716350163,4187.46,B2B,2,223,0,0
TXN_1000264,2026-05-13 15:51:54.470750,254727914580,254780206404,539.63,C2B,2,187,0,0
TXN_1000265,2026-04-30 03:08:20.470750,254756625254,254764343992,2301.3,C2B,1,29,1,0
TXN_1000266,2026-05-08 19:51:23.470750,254782390131,254747922674,1923.89,P2P,2,322,0,0
TXN_1000267,2026-05-06 01:23:06.470750,254772997872,254724702237,3853.03,C2B,3,137,1,0
TXN_1000268,2026-05-12 12:59:02.470750,254747570539,254783782958,1492.98,C2B,3,136,0,0
TXN_1000269,2026-05-10 23:37:41.470750,254727156949,254757337705,7929.99,P2P,2,120,1,0
TXN_1000270,2026-05-14 00:32:54.470750,254739322841,254798553185,862.17,C2B,3,155,1,0
TXN_1000271,2026-04-25 03:31:58.470750,254758408294,254713473600,3394.95,B2B,1,137,1,0
TXN_1000272,2026-05-11 02:28:56.470750,254798264426,254728314786,2568.28,C2B,1,313,1,0
TXN_1000273,2026-05-15 09:45:07.470750,254786643758,254785360641,7546.73,B2C,3,334,0,0
